Macrotrends Data Download

Hang Seng Composite Index - 30 Year Historical Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1995-10-20,9895.2002
1995-10-23,9880.5000
1995-10-24,9775.7002
1995-10-25,9841.0996
1995-10-26,9774.5000
1995-10-27,9680.7998
1995-10-30,9672.4004
1995-10-31,9782.4004
1995-11-02,9749.4004
1995-11-03,9855.7998
1995-11-06,9736.0996
1995-11-07,9732.4004
1995-11-08,9562.5000
1995-11-09,9497.7998
1995-11-10,9411.9004
1995-11-13,9385.2002
1995-11-14,9407.4004
1995-11-15,9431.4004
1995-11-16,9367.7002
1995-11-17,9287.9004
1995-11-20,9373.9004
1995-11-21,9452.0996
1995-11-22,9501.5996
1995-11-23,9505.7002
1995-11-24,9488.7998
1995-11-27,9523.9004
1995-11-28,9623.7998
1995-11-29,9617.2998
1995-11-30,9813.2998
1995-12-01,9862.5996
1995-12-04,9940.5996
1995-12-05,9975.4004
1995-12-06,9898.9004
1995-12-07,9864.0000
1995-12-08,9863.5996
1995-12-11,9835.2002
1995-12-12,9927.7998
1995-12-13,9920.9004
1995-12-14,9912.7998
1995-12-15,9858.7002
1995-12-18,9806.5996
1995-12-19,9705.9004
1995-12-20,9877.9004
1995-12-21,9907.5996
1995-12-22,9932.2002
1995-12-27,9985.2002
1995-12-28,9998.2002
1995-12-29,10073.4004
1996-01-02,10204.9004
1996-01-03,10397.4004
1996-01-04,10573.9004
1996-01-05,10529.9004
1996-01-08,10466.7002
1996-01-09,10427.2002
1996-01-10,10304.5996
1996-01-11,10429.7998
1996-01-12,10540.0000
1996-01-15,10634.5000
1996-01-16,10671.2002
1996-01-17,10593.7998
1996-01-18,10536.5000
1996-01-19,10764.0996
1996-01-22,10955.2998
1996-01-23,10957.2002
1996-01-24,10960.2002
1996-01-25,11103.0996
1996-01-26,11111.9004
1996-01-29,11059.0000
1996-01-30,11201.5000
1996-01-31,11359.7002
1996-02-01,11362.7998
1996-02-02,11469.4004
1996-02-05,11484.0996
1996-02-06,11391.4004
1996-02-07,11388.5996
1996-02-08,11331.7998
1996-02-09,11310.2998
1996-02-12,11256.5996
1996-02-13,11200.2002
1996-02-14,11364.5000
1996-02-15,11471.7998
1996-02-16,11595.0000
1996-02-22,11338.5000
1996-02-23,11390.4004
1996-02-26,11210.4004
1996-02-27,11197.0000
1996-02-28,11264.7002
1996-02-29,11125.7002
1996-03-01,11194.9004
1996-03-04,11254.0996
1996-03-05,11454.0996
1996-03-06,11378.7002
1996-03-07,11194.5000
1996-03-08,11217.7998
1996-03-11,10397.5000
1996-03-12,10602.5000
1996-03-13,10249.5000
1996-03-14,10451.7998
1996-03-15,10557.5996
1996-03-18,10601.2998
1996-03-19,10880.5000
1996-03-20,10836.5000
1996-03-21,11028.0000
1996-03-22,11026.7002
1996-03-25,11111.7998
1996-03-26,10984.5000
1996-03-27,11066.5996
1996-03-28,11030.5996
1996-03-29,10957.2002
1996-04-01,10926.7998
1996-04-02,11144.5996
1996-04-03,11139.9004
1996-04-09,11107.4004
1996-04-10,11077.5996
1996-04-11,10892.5996
1996-04-12,10849.7998
1996-04-15,10949.5996
1996-04-16,11033.0000
1996-04-17,10962.7002
1996-04-18,10909.2998
1996-04-19,10818.5000
1996-04-22,10910.0000
1996-04-23,10889.0996
1996-04-24,10898.7002
1996-04-25,10753.4004
1996-04-26,10732.7998
1996-04-29,10835.7998
1996-04-30,10964.5000
1996-05-01,10907.0000
1996-05-02,10929.9004
1996-05-03,10734.2002
1996-05-06,10697.5000
1996-05-07,10702.2002
1996-05-08,10617.2998
1996-05-09,10573.0000
1996-05-10,10597.7002
1996-05-13,10746.0000
1996-05-14,10817.9004
1996-05-15,10863.7998
1996-05-16,10833.4004
1996-05-17,10816.9004
1996-05-20,10987.5996
1996-05-21,11088.7998
1996-05-22,11082.7998
1996-05-23,11030.7998
1996-05-24,11019.2002
1996-05-27,11081.7002
1996-05-28,11107.0000
1996-05-29,11200.5996
1996-05-30,11157.0996
1996-05-31,11264.7002
1996-06-03,11059.7998
1996-06-04,11086.9004
1996-06-05,11092.5000
1996-06-06,11225.7998
1996-06-07,11196.5996
1996-06-10,11143.2002
1996-06-11,10993.5996
1996-06-12,10958.7002
1996-06-13,10866.0000
1996-06-14,10865.0000
1996-06-18,10952.7998
1996-06-19,10904.5000
1996-06-21,10855.2998
1996-06-24,10959.7002
1996-06-25,10982.7998
1996-06-26,11059.9004
1996-06-27,11002.5000
1996-06-28,11020.9004
1996-07-01,11002.5996
1996-07-02,11084.4004
1996-07-03,11063.2998
1996-07-04,11181.7998
1996-07-05,11177.0996
1996-07-08,10890.0996
1996-07-09,10929.5996
1996-07-10,10911.7998
1996-07-11,10921.4004
1996-07-12,10802.7002
1996-07-15,10800.0996
1996-07-16,10628.0000
1996-07-17,10609.0996
1996-07-18,10711.2002
1996-07-19,10845.2998
1996-07-22,10798.2998
1996-07-23,10865.2998
1996-07-24,10699.9004
1996-07-25,10707.0000
1996-07-26,10705.5996
1996-07-29,10651.7998
1996-07-30,10585.9004
1996-07-31,10681.4004
1996-08-01,10789.9004
1996-08-02,10962.0000
1996-08-05,11071.4004
1996-08-06,11134.5996
1996-08-07,11127.5000
1996-08-08,11164.4004
1996-08-09,11104.0000
1996-08-12,11181.9004
1996-08-13,11165.7002
1996-08-14,11166.7998
1996-08-15,11158.4004
1996-08-16,11176.0000
1996-08-19,11213.5000
1996-08-20,11312.5000
1996-08-21,11436.5000
1996-08-22,11478.7998
1996-08-23,11424.5996
1996-08-27,11338.9004
1996-08-28,11379.5000
1996-08-29,11328.2002
1996-08-30,11159.0000
1996-09-02,11106.5996
1996-09-03,10957.2002
1996-09-04,11077.0000
1996-09-05,11040.5000
1996-09-06,11025.5996
1996-09-09,11212.5996
1996-09-10,11223.5996
1996-09-11,11236.4004
1996-09-12,11251.7002
1996-09-13,11369.0000
1996-09-16,11567.9004
1996-09-17,11621.5996
1996-09-18,11594.0000
1996-09-19,11586.7002
1996-09-20,11592.4004
1996-09-23,11622.0996
1996-09-24,11546.7002
1996-09-25,11603.5000
1996-09-26,11636.0996
1996-09-27,11759.4004
1996-09-30,11902.4004
1996-10-01,11921.2002
1996-10-02,11951.9004
1996-10-03,12014.5996
1996-10-04,11905.5000
1996-10-07,12133.0996
1996-10-08,12106.7998
1996-10-09,12250.5996
1996-10-10,12242.5000
1996-10-11,12218.4004
1996-10-14,12330.4004
1996-10-15,12490.7002
1996-10-16,12396.2002
1996-10-17,12436.7998
1996-10-18,12510.0996
1996-10-22,12444.7002
1996-10-23,12492.4004
1996-10-24,12473.5996
1996-10-25,12388.4004
1996-10-28,12262.7998
1996-10-29,12192.2002
1996-10-30,12405.5000
1996-10-31,12477.5996
1996-11-01,12529.2998
1996-11-04,12559.4004
1996-11-05,12502.7002
1996-11-06,12775.5000
1996-11-07,12735.2998
1996-11-08,12751.2002
1996-11-11,12771.9004
1996-11-12,12806.2998
1996-11-13,12943.7002
1996-11-14,13004.7998
1996-11-15,12889.4004
1996-11-18,13042.7998
1996-11-19,13056.9004
1996-11-20,13167.2002
1996-11-21,13099.5996
1996-11-22,13116.7998
1996-11-25,13239.4004
1996-11-26,13485.2998
1996-11-27,13531.0000
1996-11-28,13310.7998
1996-11-29,13393.9004
1996-12-02,13517.5996
1996-12-03,13456.2998
1996-12-04,13434.2002
1996-12-05,13491.5996
1996-12-06,13102.7002
1996-12-09,13144.2002
1996-12-10,13342.5000
1996-12-11,13189.5996
1996-12-12,13053.2998
1996-12-13,12784.0996
1996-12-16,12937.5000
1996-12-17,12815.4004
1996-12-18,12766.0000
1996-12-19,12846.5996
1996-12-20,13131.4004
1996-12-23,13331.5000
1996-12-24,13341.5996
1996-12-27,13404.0996
1996-12-30,13480.7998
1996-12-31,13451.5000
1997-01-02,13203.4004
1997-01-03,13222.7998
1997-01-06,13443.9004
1997-01-07,13420.2002
1997-01-08,13454.9004
1997-01-09,13198.0996
1997-01-10,13191.5000
1997-01-13,13289.2002
1997-01-14,13293.9004
1997-01-15,13766.7002
1997-01-16,13830.7002
1997-01-17,13856.4004
1997-01-20,13868.2002
1997-01-21,13732.7998
1997-01-22,13692.7998
1997-01-23,13610.2998
1997-01-24,13379.5996
1997-01-27,13294.9004
1997-01-28,13403.2998
1997-01-29,13285.4004
1997-01-30,13288.4004
1997-01-31,13321.7998
1997-02-03,13451.0996
1997-02-04,13548.4004
1997-02-05,13660.5000
1997-02-10,13643.5000
1997-02-11,13454.2002
1997-02-12,13462.5996
1997-02-13,13240.0000
1997-02-14,13113.2998
1997-02-17,13144.5996
1997-02-18,13102.9004
1997-02-19,13106.2998
1997-02-20,13411.2998
1997-02-21,13444.9004
1997-02-24,13375.7002
1997-02-25,13520.2998
1997-02-26,13541.7998
1997-02-27,13546.5996
1997-02-28,13398.7002
1997-03-03,13507.2998
1997-03-04,13450.0996
1997-03-05,13410.7998
1997-03-06,13416.4004
1997-03-07,13337.4004
1997-03-10,13268.7998
1997-03-11,13252.2002
1997-03-12,13119.0996
1997-03-13,12917.0996
1997-03-14,12736.5000
1997-03-17,12838.5000
1997-03-18,12748.9004
1997-03-19,12651.4004
1997-03-20,12472.2998
1997-03-21,12489.2998
1997-03-24,12749.0996
1997-03-25,12832.5000
1997-03-26,12776.4004
1997-03-27,12534.2998
1997-04-01,12074.2002
1997-04-02,12136.2998
1997-04-03,12055.2002
1997-04-04,12204.5996
1997-04-07,12287.7998
1997-04-08,12398.5996
1997-04-09,12426.7002
1997-04-10,12358.7002
1997-04-11,12516.5996
1997-04-14,12296.0000
1997-04-15,12342.0000
1997-04-16,12581.2998
1997-04-17,12516.2002
1997-04-18,12541.0996
1997-04-21,12626.0000
1997-04-22,12580.9004
1997-04-23,12707.0000
1997-04-24,12726.7998
1997-04-25,12645.7998
1997-04-28,12610.2002
1997-04-29,12600.4004
1997-04-30,12903.2998
1997-05-01,13020.7998
1997-05-02,13081.7002
1997-05-05,13399.2998
1997-05-06,13579.2998
1997-05-07,13605.9004
1997-05-08,13740.2998
1997-05-09,13930.7998
1997-05-12,13987.7998
1997-05-13,13906.5000
1997-05-14,14153.5996
1997-05-15,14041.9004
1997-05-16,14062.4004
1997-05-19,14108.7998
1997-05-20,14236.2002
1997-05-21,14235.5000
1997-05-22,14212.0000
1997-05-23,14331.7002
1997-05-26,14574.5996
1997-05-27,14540.2002
1997-05-28,14556.5000
1997-05-29,14416.5996
1997-05-30,14757.7998
1997-06-02,14991.0000
1997-06-03,14760.2002
1997-06-04,14831.5996
1997-06-05,14795.5000
1997-06-06,14655.0996
1997-06-10,14439.7002
1997-06-11,14421.5000
1997-06-12,13924.2998
1997-06-13,14112.5996
1997-06-16,14394.5996
1997-06-17,14307.2002
1997-06-18,14203.9004
1997-06-19,14506.5000
1997-06-20,15154.4004
1997-06-23,15021.2002
1997-06-24,14891.0000
1997-06-25,15065.0000
1997-06-26,15127.0000
1997-06-27,15196.7998
1997-07-03,15055.7002
1997-07-04,14823.0000
1997-07-07,14858.5996
1997-07-08,14792.2002
1997-07-09,14703.7002
1997-07-10,14839.2002
1997-07-11,15225.2998
1997-07-14,15370.9004
1997-07-15,15487.2002
1997-07-16,15446.0000
1997-07-17,15706.2998
1997-07-18,15570.4004
1997-07-21,15536.2998
1997-07-22,15446.7998
1997-07-23,15738.7998
1997-07-24,15709.2002
1997-07-25,15658.0996
1997-07-28,15666.5996
1997-07-29,15772.0996
1997-07-30,15983.2002
1997-07-31,16365.7002
1997-08-01,16379.2002
1997-08-04,16259.5996
1997-08-05,16371.5000
1997-08-06,16541.5996
1997-08-07,16673.3008
1997-08-08,16647.5000
1997-08-11,16460.5000
1997-08-12,16383.4004
1997-08-13,16482.9004
1997-08-14,16497.6992
1997-08-15,16096.9004
1997-08-19,15477.2998
1997-08-20,15855.7002
1997-08-21,15654.0000
1997-08-22,15429.7998
1997-08-25,15598.9004
1997-08-26,15547.2002
1997-08-27,15534.0000
1997-08-28,14876.0996
1997-08-29,14135.2002
1997-09-01,13425.7002
1997-09-02,13735.2998
1997-09-03,14714.0000
1997-09-04,14199.2002
1997-09-05,14563.5996
1997-09-08,14806.5000
1997-09-09,14996.7002
1997-09-10,14805.4004
1997-09-11,14308.2998
1997-09-12,14470.5000
1997-09-15,14630.7002
1997-09-16,14411.2002
1997-09-18,14419.5000
1997-09-19,14384.0996
1997-09-22,14108.0996
1997-09-23,14094.4004
1997-09-24,14205.4004
1997-09-25,14636.5996
1997-09-26,14710.9004
1997-09-29,14864.4004
1997-09-30,15049.2998
1997-10-03,15128.0000
1997-10-06,14776.7998
1997-10-07,14810.7998
1997-10-08,14838.5000
1997-10-09,14273.0996
1997-10-13,14072.9004
1997-10-14,13836.5996
1997-10-15,13384.2002
1997-10-16,13567.2998
1997-10-17,13601.0000
1997-10-20,12970.9004
1997-10-21,12403.0996
1997-10-22,11637.7998
1997-10-23,10426.2998
1997-10-24,11144.2998
1997-10-27,10498.2002
1997-10-28,9059.9004
1997-10-29,10765.2998
1997-10-30,10362.9004
1997-10-31,10623.7998
1997-11-03,11255.0996
1997-11-04,10780.7998
1997-11-05,10681.7998
1997-11-06,10412.5996
1997-11-07,10104.5000
1997-11-10,9992.7998
1997-11-11,10004.0996
1997-11-12,9607.9004
1997-11-13,9720.7998
1997-11-14,9957.2998
1997-11-17,10419.7998
1997-11-18,10245.2002
1997-11-19,10154.4004
1997-11-20,10050.7002
1997-11-21,10548.2002
1997-11-24,10586.4004
1997-11-25,10325.5996
1997-11-26,10590.0996
1997-11-27,10583.0996
1997-11-28,10526.9004
1997-12-01,10750.9004
1997-12-02,11216.4004
1997-12-03,11207.5996
1997-12-04,11474.9004
1997-12-05,11527.5996
1997-12-08,11722.9004
1997-12-09,11490.7002
1997-12-10,11022.4004
1997-12-11,10420.2002
1997-12-12,10614.7002
1997-12-15,10435.2002
1997-12-16,10346.4004
1997-12-17,10692.7002
1997-12-18,10754.0996
1997-12-19,10405.7998
1997-12-22,10172.5000
1997-12-23,10368.0996
1997-12-24,10342.4004
1997-12-29,10503.0000
1997-12-30,10755.2002
1997-12-31,10722.7998
1998-01-02,10680.5996
1998-01-05,10303.5000
1998-01-06,10135.5000
1998-01-07,9538.5996
1998-01-08,9254.5000
1998-01-09,8894.5996
1998-01-12,8121.1001
1998-01-13,8720.0000
1998-01-14,9226.5996
1998-01-15,8579.0000
1998-01-16,8900.0000
1998-01-19,9400.4004
1998-01-20,9433.7002
1998-01-21,9246.7998
1998-01-22,8883.7002
1998-01-23,8920.2002
1998-01-26,8973.9004
1998-01-27,9252.4004
1998-02-02,10578.5996
1998-02-03,10525.5000
1998-02-04,10302.5996
1998-02-05,10442.0996
1998-02-06,10485.9004
1998-02-09,10873.2002
1998-02-10,10859.7002
1998-02-11,10793.4004
1998-02-12,10620.0000
1998-02-13,10274.5996
1998-02-16,10124.0000
1998-02-17,10232.0000
1998-02-18,10671.0000
1998-02-19,10581.2998
1998-02-20,10600.0000
1998-02-23,10685.2002
1998-02-24,10683.2998
1998-02-25,10886.7002
1998-02-26,11224.7998
1998-02-27,11480.7002
1998-03-02,11318.7998
1998-03-03,11425.5000
1998-03-04,11350.7998
1998-03-05,10803.7002
1998-03-06,10919.5000
1998-03-09,10994.0996
1998-03-10,10898.5996
1998-03-11,11118.9004
1998-03-12,10902.5000
1998-03-13,11057.0000
1998-03-16,11181.5000
1998-03-17,11255.5000
1998-03-18,11121.7002
1998-03-19,11445.0000
1998-03-20,11564.2002
1998-03-23,11594.2998
1998-03-24,11645.4004
1998-03-25,11810.5996
1998-03-26,11757.9004
1998-03-27,11735.5000
1998-03-30,11503.7998
1998-03-31,11518.7002
1998-04-01,11331.4004
1998-04-02,11189.7002
1998-04-03,11052.7002
1998-04-07,11049.4004
1998-04-08,11314.5000
1998-04-09,11342.0000
1998-04-14,11420.2998
1998-04-15,11371.0996
1998-04-16,11187.7998
1998-04-17,11001.2998
1998-04-20,11151.5996
1998-04-21,10968.2998
1998-04-22,10977.5000
1998-04-23,10918.9004
1998-04-24,10879.9004
1998-04-27,10593.7002
1998-04-28,10678.6104
1998-04-29,10471.1504
1998-04-30,10383.6797
1998-05-01,10563.6797
1998-05-04,10439.4199
1998-05-05,10153.6602
1998-05-06,10109.1397
1998-05-07,9971.9297
1998-05-08,10060.3799
1998-05-11,10096.3701
1998-05-12,9841.5098
1998-05-13,9469.2900
1998-05-14,9591.9502
1998-05-15,9538.3896
1998-05-18,9411.9697
1998-05-19,9449.1104
1998-05-20,9549.1797
1998-05-21,9670.4502
1998-05-22,9555.9805
1998-05-25,9544.5303
1998-05-26,9482.2100
1998-05-27,8983.4297
1998-05-28,8877.9404
1998-05-29,8934.5596
1998-06-01,8612.0098
1998-06-02,8598.1699
1998-06-03,8819.2197
1998-06-04,8558.4297
1998-06-05,8569.4697
1998-06-08,8586.6299
1998-06-09,8391.4600
1998-06-10,7979.3701
1998-06-11,7886.0698
1998-06-12,7915.4399
1998-06-15,7462.5000
1998-06-16,7526.4502
1998-06-17,8004.3501
1998-06-18,8515.9697
1998-06-19,8591.9102
1998-06-22,8204.2100
1998-06-23,8219.6699
1998-06-24,8296.7695
1998-06-25,8665.8301
1998-06-26,8607.8604
1998-06-29,8460.7100
1998-06-30,8543.0996
1998-07-02,8866.1602
1998-07-03,8639.3096
1998-07-06,8484.1201
1998-07-07,8444.1797
1998-07-08,8629.1797
1998-07-09,8433.7803
1998-07-10,8205.7695
1998-07-13,8099.2002
1998-07-14,8178.9302
1998-07-15,8456.2197
1998-07-16,8586.5703
1998-07-17,8628.9297
1998-07-20,8493.2500
1998-07-21,8564.5498
1998-07-22,8420.7197
1998-07-23,8176.2500
1998-07-24,8257.4600
1998-07-27,7984.4302
1998-07-28,7926.1001
1998-07-29,7808.8301
1998-07-30,7906.1602
1998-07-31,7936.2002
1998-08-03,7552.7700
1998-08-04,7580.7998
1998-08-05,7466.4302
1998-08-06,7254.3599
1998-08-07,7018.4102
1998-08-10,7034.6201
1998-08-11,6779.9502
1998-08-12,6859.4800
1998-08-13,6660.4199
1998-08-14,7224.6899
1998-08-17,7224.6899
1998-08-18,7210.9199
1998-08-19,7622.5801
1998-08-20,7742.5298
1998-08-21,7527.6099
1998-08-24,7845.4800
1998-08-25,7890.0898
1998-08-26,7834.3999
1998-08-27,7922.9702
1998-08-28,7829.7402
1998-08-31,7275.0400
1998-09-01,7062.4702
1998-09-02,7355.6699
1998-09-03,7318.5898
1998-09-04,7488.4702
1998-09-07,8076.7598
1998-09-08,8189.2500
1998-09-09,7905.4502
1998-09-10,7849.9600
1998-09-11,7578.4800
1998-09-14,7661.8599
1998-09-15,7733.4702
1998-09-16,7860.6802
1998-09-17,7576.5698
1998-09-18,7445.9600
1998-09-21,7170.2300
1998-09-22,7373.5098
1998-09-23,7504.3901
1998-09-24,7834.6099
1998-09-25,7701.6099
1998-09-28,7946.0400
1998-09-29,7837.6099
1998-09-30,7883.4600
1998-10-05,7564.5400
1998-10-07,7744.7202
1998-10-08,7939.5098
1998-10-09,8506.7900
1998-10-12,8990.2695
1998-10-13,9008.8301
1998-10-14,8840.0098
1998-10-15,8970.4199
1998-10-16,9777.0098
1998-10-19,9599.0498
1998-10-20,9642.7500
1998-10-21,9662.1201
1998-10-22,9658.5801
1998-10-23,9817.7500
1998-10-26,9778.9102
1998-10-27,9927.0498
1998-10-29,9931.4600
1998-10-30,10154.9404
1998-11-02,10170.0801
1998-11-03,10358.5195
1998-11-04,10508.2500
1998-11-05,10221.9805
1998-11-06,10139.7500
1998-11-09,9851.9297
1998-11-10,9721.3301
1998-11-11,10137.3203
1998-11-12,9948.1797
1998-11-13,9997.9902
1998-11-16,10298.0898
1998-11-17,10148.6904
1998-11-18,10213.4199
1998-11-19,10313.2998
1998-11-20,10233.3604
1998-11-23,10514.5303
1998-11-24,10851.7100
1998-11-25,10720.9902
1998-11-26,10778.9199
1998-11-27,10742.1104
1998-11-30,10402.3203
1998-12-01,9975.8496
1998-12-02,10055.7803
1998-12-03,10046.1504
1998-12-04,9963.1396
1998-12-07,10428.8203
1998-12-08,10351.0801
1998-12-09,10361.2900
1998-12-10,10315.4404
1998-12-11,9952.0000
1998-12-14,9825.2100
1998-12-15,9952.8398
1998-12-16,9939.3896
1998-12-17,10083.3096
1998-12-18,10226.2305
1998-12-21,10396.0098
1998-12-22,10322.5596
1998-12-23,10158.7500
1998-12-24,10292.2002
1998-12-28,10170.1397
1998-12-29,10225.9697
1998-12-30,10121.4404
1998-12-31,10048.5801
1999-01-04,9809.1699
1999-01-05,9891.0596
1999-01-06,10233.7998
1999-01-07,10693.5703
1999-01-08,10722.7002
1999-01-11,10634.2695
1999-01-12,10711.5596
1999-01-13,10273.7695
1999-01-14,10183.1299
1999-01-15,10147.4004
1999-01-18,10402.5400
1999-01-19,10290.1104
1999-01-20,10314.9102
1999-01-21,10048.5703
1999-01-22,9738.5195
1999-01-25,9499.5000
1999-01-26,9509.8301
1999-01-27,9719.6602
1999-01-28,9360.9600
1999-01-29,9506.9004
1999-02-01,9599.5498
1999-02-02,9502.7197
1999-02-03,9419.8496
1999-02-04,9438.6504
1999-02-05,9190.2002
1999-02-08,9139.5996
1999-02-09,9244.4902
1999-02-10,9076.3301
1999-02-11,9146.7998
1999-02-12,9425.4199
1999-02-15,9402.3896
1999-02-19,9254.1201
1999-02-22,9229.3398
1999-02-23,9433.9902
1999-02-24,9677.5703
1999-02-25,9658.0703
1999-02-26,9858.4902
1999-03-01,10020.4600
1999-03-02,9913.5801
1999-03-03,9922.4004
1999-03-04,9912.7598
1999-03-05,10241.1201
1999-03-08,10263.9902
1999-03-09,10532.9502
1999-03-10,10749.0098
1999-03-11,10662.8096
1999-03-12,10801.7598
1999-03-15,10836.8604
1999-03-16,10911.2500
1999-03-17,10940.0703
1999-03-18,10659.3203
1999-03-19,11082.9199
1999-03-22,11107.2402
1999-03-23,11041.0098
1999-03-24,10711.3398
1999-03-25,10826.1299
1999-03-26,10803.3096
1999-03-29,10688.4697
1999-03-30,10940.2100
1999-03-31,10942.2002
1999-04-01,11072.9805
1999-04-07,11614.8701
1999-04-08,11727.8398
1999-04-09,11914.0996
1999-04-12,11744.7402
1999-04-13,11899.6904
1999-04-14,11834.1299
1999-04-15,11962.2305
1999-04-16,12490.2998
1999-04-19,12766.4404
1999-04-20,12409.7803
1999-04-21,12543.7598
1999-04-22,12933.5400
1999-04-23,12905.2998
1999-04-26,13127.0195
1999-04-27,13364.7900
1999-04-28,13133.3897
1999-04-29,13179.7002
1999-04-30,13333.2002
1999-05-03,13337.0703
1999-05-04,13559.6904
1999-05-05,13586.2100
1999-05-06,13570.2402
1999-05-07,12997.4297
1999-05-10,13163.2002
1999-05-11,12874.3701
1999-05-12,13012.9697
1999-05-13,13053.6699
1999-05-14,12855.5195
1999-05-17,12588.5996
1999-05-18,12627.0996
1999-05-19,12403.1397
1999-05-20,12375.4199
1999-05-21,12272.1397
1999-05-24,12436.8604
1999-05-25,12346.9102
1999-05-26,12409.1602
1999-05-27,12308.5303
1999-05-28,12059.2500
1999-05-31,12147.1201
1999-06-01,12363.5596
1999-06-02,12458.6397
1999-06-03,12471.6104
1999-06-04,12415.5400
1999-06-07,12837.3897
1999-06-08,12864.8604
1999-06-09,12874.4199
1999-06-10,12839.1201
1999-06-11,12992.7598
1999-06-14,13007.5703
1999-06-15,12935.4102
1999-06-16,13155.1201
1999-06-17,13408.2695
1999-06-21,13994.2305
1999-06-22,14004.8799
1999-06-23,13976.0400
1999-06-24,13780.1201
1999-06-25,13784.5098
1999-06-28,13840.2900
1999-06-29,13765.4902
1999-06-30,13532.1397
1999-07-02,14184.5801
1999-07-05,14506.7402
1999-07-06,14372.6104
1999-07-07,14257.4404
1999-07-08,14226.2998
1999-07-09,14222.5703
1999-07-12,14061.8398
1999-07-13,13980.9297
1999-07-14,13575.5703
1999-07-15,13758.8897
1999-07-16,13545.2402
1999-07-19,13447.1299
1999-07-20,13600.4004
1999-07-21,13419.6602
1999-07-22,13369.0596
1999-07-23,13093.7002
1999-07-26,12866.5195
1999-07-27,13075.0898
1999-07-28,13140.4199
1999-07-29,13117.8398
1999-07-30,13186.8604
1999-08-02,13435.4297
1999-08-03,13473.8398
1999-08-04,13591.0195
1999-08-05,13254.3398
1999-08-06,13167.0596
1999-08-09,12945.4697
1999-08-10,12596.7100
1999-08-11,12437.7998
1999-08-12,12779.7500
1999-08-13,12608.1797
1999-08-16,12894.7803
1999-08-17,12783.1602
1999-08-18,12993.0996
1999-08-19,13403.5898
1999-08-20,13566.7402
1999-08-23,13573.6602
1999-08-24,13633.8701
1999-08-25,13479.1299
1999-08-26,13608.3799
1999-08-27,13383.1299
1999-08-30,13688.6602
1999-08-31,13482.7695
1999-09-01,13544.1904
1999-09-02,13367.5596
1999-09-03,13178.3096
1999-09-06,13385.1602
1999-09-07,13396.0898
1999-09-08,13356.6299
1999-09-09,13854.8799
1999-09-10,13855.9297
1999-09-13,13860.8496
1999-09-14,13804.0303
1999-09-15,13430.5996
1999-09-17,13484.8398
1999-09-20,13472.3701
1999-09-21,13420.4600
1999-09-22,13187.6201
1999-09-23,13214.4404
1999-09-24,13032.0703
1999-09-27,12760.4600
1999-09-28,12844.9297
1999-09-29,12834.8897
1999-09-30,12733.2402
1999-10-04,12875.8604
1999-10-05,12998.8897
1999-10-06,13017.9805
1999-10-07,13113.2002
1999-10-08,13112.4199
1999-10-11,12992.7197
1999-10-12,12759.3496
1999-10-13,12475.8701
1999-10-14,12486.8203
1999-10-15,12299.0801
1999-10-19,12134.1299
1999-10-20,12498.5596
1999-10-21,12523.0000
1999-10-22,12863.0801
1999-10-25,13034.1797
1999-10-26,12797.3799
1999-10-27,12709.0703
1999-10-28,12758.8799
1999-10-29,13256.9502
1999-11-01,13322.1104
1999-11-02,13335.8398
1999-11-03,13257.3301
1999-11-04,13651.5098
1999-11-05,13610.2695
1999-11-08,13521.1104
1999-11-09,13669.7002
1999-11-10,13975.5400
1999-11-11,14105.7100
1999-11-12,14189.6699
1999-11-15,14562.2197
1999-11-16,14689.4600
1999-11-17,14704.4805
1999-11-18,14721.7402
1999-11-19,15073.0996
1999-11-22,15285.0303
1999-11-23,15393.2002
1999-11-24,15307.2803
1999-11-25,14998.7695
1999-11-26,15274.5303
1999-11-29,15461.1104
1999-11-30,15377.1904
1999-12-01,15422.5195
1999-12-02,15603.0400
1999-12-03,15840.4102
1999-12-06,16168.6201
1999-12-07,16073.0898
1999-12-08,15989.3799
1999-12-09,16370.9502
1999-12-10,16380.2100
1999-12-13,16442.1094
1999-12-14,16282.7002
1999-12-15,15825.3096
1999-12-16,15571.3604
1999-12-17,15986.3496
1999-12-20,16212.3897
1999-12-21,16248.7402
1999-12-22,16192.4004
1999-12-23,16296.0801
1999-12-24,16833.2793
1999-12-28,16928.2891
1999-12-29,16660.8203
1999-12-30,16962.0996
2000-01-03,17369.6309
2000-01-04,17072.8203
2000-01-05,15846.7197
2000-01-06,15153.2305
2000-01-07,15405.6299
2000-01-10,15848.1504
2000-01-11,15862.0996
2000-01-12,15714.2002
2000-01-13,15633.9600
2000-01-14,15542.2305
2000-01-17,15574.5596
2000-01-18,15789.2002
2000-01-19,15275.3398
2000-01-20,15215.3096
2000-01-21,15108.4102
2000-01-24,15167.5498
2000-01-25,15103.0400
